Disease1	Disease1_id	RELATION	PROVENANCE	Disease2	Disease2_id
Polyneuropathy	C0152025	COEXISTS_WITH	["13677587_fullText_1"]	Leigh Disease	C0023264
Polyneuropathy	C0152025	IS_A		Non-Neoplastic Peripheral Nervous System Disorder	C1335029
Dyskinetic syndrome	C0013384	COEXISTS_WITH	["11854167_fullText_2"]	Glutaric aciduria, type 1	C0268595
Dyskinetic syndrome	C0013384	COEXISTS_WITH	["33774006_fullText_12","35151866_fullText_2"]	Parkinson Disease	C0030567
Dyskinetic syndrome	C0013384	COEXISTS_WITH	["36790545_fullText_1"]	vascular inflammations	C0947751
Disorder of eye	C0015397	ISA	["37061271_fullText_2"]	Glaucoma	C0017601
Disorder of eye	C0015397	AUGMENTS	["35779462_fullText_5"]	Machado-Joseph Disease	C0024408
multiple pathologies	C0679225	COEXISTS_WITH	["2576756_fullText_1"]	Hereditary Diseases	C0019247
cerebellar function	C0742034	COEXISTS_WITH	["35660856_fullText_10","27942452_fullText_7","38376240_fullText_88"]	Machado-Joseph Disease	C0024408
Dentatorubral-Pallidoluysian Atrophy	C0751781	ISA	["24675225_fullText_1"]	Neurodegenerative Disorders	C0524851
Dentatorubral-Pallidoluysian Atrophy	C0751781	IS_A		Ataxia, Spinocerebellar	C0087012
Craniosynostosis	C0010278	COEXISTS_WITH	["18474935_fullText_6"]	Myotonic Dystrophy	C0027126
Shy-Drager Syndrome	C0037019	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Essential Tremor	C0270736
Shy-Drager Syndrome	C0037019	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Machado-Joseph Disease	C0024408
Shy-Drager Syndrome	C0037019	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Syndrome	C0039082
Shy-Drager Syndrome	C0037019	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Friedreich Ataxia	C0016719
Spinocerebellar Ataxia Type 6 (disorder)	C0752124	COEXISTS_WITH	["35427382_fullText_3","15586270_fullText_3"]	Machado-Joseph Disease	C0024408
Spinocerebellar Ataxia Type 6 (disorder)	C0752124	COEXISTS_WITH	["15586270_fullText_3"]	FRIEDREICH ATAXIA 1	C1856689
Spinocerebellar Ataxia Type 6 (disorder)	C0752124	ISA	["21372168_fullText_1"]	Cerebellar Diseases	C0007760
early disease onset	C0814120	COEXISTS_WITH	["38183017_fullText_1","38183017_abstract_1"]	Rare Diseases	C0678236
nerve lesion	C0847483	COEXISTS_WITH	["35224825_fullText_5"]	Machado-Joseph Disease	C0024408
brain dysfunction	C0262405	COEXISTS_WITH	["34017006_fullText_2"]	Epilepsy	C0014544
brain dysfunction	C0262405	COEXISTS_WITH	["31471952_fullText_3","29175141_fullText_2","28284394_fullText_1","20123463_fullText_6","11092577_fullText_7","1303500_fullText_5","3149700_fullText_1"]	Phenylketonurias	C0031485
brain dysfunction	C0262405	COEXISTS_WITH	["7146576_fullText_1"]	Metabolic Diseases	C0025517
brain dysfunction	C0262405	COEXISTS_WITH	["16356445_fullText_2"]	Multisystem disorder	C0559758
brain dysfunction	C0262405	COEXISTS_WITH	["1881547_fullText_1"]	Myotonic Dystrophy	C0027126
brain dysfunction	C0262405	AFFECTS	["27655443_fullText_7"]	Phenylketonurias	C0031485
Intraocular pressure disorder	C0595921	COEXISTS_WITH	["34176380_fullText_8"]	Unverricht-Lundborg Syndrome	C0751785
Diabetic Retinopathy	C0011884	IS_A		Retinal Vascular Disorder	C0154833
Lysosomal Storage Diseases	C0085078	ISA	["32031327_abstract_1"]	Rare Diseases	C0678236
Lysosomal Storage Diseases	C0085078	ISA	["33320481_fullText_1"]	Congenital Disorders	C0242354
Lysosomal Storage Diseases	C0085078	IS_A		Inborn Errors of Metabolism	C0025521
Globoid cell leukodystrophy	C0023521	IS_A		Sphingolipidoses	C0037899
Nystagmus	C0028738	COEXISTS_WITH	["38459834_fullText_93"]	Peripheral Neuropathy	C0031117
Nystagmus	C0028738	COEXISTS_WITH	["38030858_fullText_3"]	Progressive cerebellar ataxia	C0393525
Nystagmus	C0028738	COEXISTS_WITH	["33182419_fullText_79"]	Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation	C1970180
Nystagmus	C0028738	COEXISTS_WITH	["32165824_fullText_1"]	Retinal Diseases	C0035309
Nystagmus	C0028738	COEXISTS_WITH	["34706018_fullText_3","34706018_fullText_4","14570834_fullText_2"]	Machado-Joseph Disease	C0024408
Nystagmus	C0028738	COMPLICATES	["29361989_fullText_49"]	Atrophy of cerebellum	C0740279
Nystagmus	C0028738	IS_A		Ocular Motility Disorders	C0028850
Aicardi's syndrome	C0175713	IS_A		Syndrome	C0039082
nervous system disorder	C0027765	COEXISTS_WITH	["18425437_fullText_1","38432113_fullText_1"]	Phenylketonurias	C0031485
nervous system disorder	C0027765	COEXISTS_WITH	["37589913_fullText_1"]	Hepatic Encephalopathy	C0019151
nervous system disorder	C0027765	COEXISTS_WITH	["16006155_fullText_6"]	Cataplexy	C0007384
nervous system disorder	C0027765	COEXISTS_WITH	["17879145_fullText_10"]	Osteogenesis imperfecta, Levin type	C1833736
nervous system disorder	C0027765	COEXISTS_WITH	["15985591_fullText_1"]	Glutaric aciduria, type 1	C0268595
nervous system disorder	C0027765	COEXISTS_WITH	["37224649_fullText_1"]	Recurrent seizures	C0748607
nervous system disorder	C0027765	COEXISTS_WITH	["30816177_fullText_1"]	Mitochondrial Diseases	C0751651
nervous system disorder	C0027765	CAUSES	["3018357_fullText_1"]	Pyruvate Dehydrogenase Complex Deficiency Disease	C0034345
nervous system disorder	C0027765	ISA	["37049419_fullText_10"]	Alzheimer's Disease	C0002395
nervous system disorder	C0027765	ISA	["34480996_fullText_7"]	Epilepsy	C0014544
nervous system disorder	C0027765	ISA	["23813926_fullText_1"]	Leigh Disease	C0023264
nervous system disorder	C0027765	COEXISTS_WITH__SPEC__	["30816177_fullText_1"]	Leigh Disease	C0023264
Bulbo-Spinal Atrophy, X-Linked	C1839259	IS_A		Spinal Muscular Atrophy	C0026847
Helminthiasis	C0018889	IS_A		Parasitic endophthalmitis	C0014238
Esotropia	C0014877	CAUSES	["36729871_fullText_5"]	Myopic Astigmatism	C2363771
Esotropia	C0014877	IS_A		Other specified strabismus	C0029831
Esotropia	C0014877	ISA	["36221102_fullText_18"]	Strabismus	C0038379
Exotropia	C0015310	IS_A		Other specified strabismus	C0029831
Exotropia	C0015310	COEXISTS_WITH	["22844785_fullText_9"]	Myotonic Dystrophy	C0027126
Heparin-induced thrombocytopenia	C0272285	COEXISTS_WITH	["31615832_fullText_113"]	Helminthiasis	C0018889
Restless Legs Syndrome	C0035258	COEXISTS_WITH	["37008995_fullText_5"]	Chronic Kidney Diseases	C1561643
Restless Legs Syndrome	C0035258	COEXISTS_WITH	["34225668_fullText_3"]	Alport Syndrome	C1567741
Restless Legs Syndrome	C0035258	COEXISTS_WITH	["22632781_fullText_5","9855509_fullText_4","9855509_fullText_7"]	Machado-Joseph Disease	C0024408
Restless Legs Syndrome	C0035258	COEXISTS_WITH	["22632781_fullText_5"]	Parkinson Disease	C0030567
Restless Legs Syndrome	C0035258	COEXISTS_WITH	["28589261_fullText_5"]	Spinocerebellar Ataxia 10	C1963674
Restless Legs Syndrome	C0035258	ISA	["36550837_fullText_3"]	Syndrome	C0039082
Restless Legs Syndrome	C0035258	ISA	["37194531_fullText_1","35808955_fullText_1","37689536_fullText_1"]	nervous system disorder	C0027765
Restless Legs Syndrome	C0035258	AFFECTS	["36716191_fullText_5"]	Parkinson Disease	C0030567
Restless Legs Syndrome	C0035258	OCCURS_IN	["11374096_fullText_1"]	Cardiac Arrest	C0018790
Restless Legs Syndrome	C0035258	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Shy-Drager Syndrome	C0037019
Restless Legs Syndrome	C0035258	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Machado-Joseph Disease	C0024408
Restless Legs Syndrome	C0035258	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Friedreich Ataxia	C0016719
Restless Legs Syndrome	C0035258	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Syndrome	C0039082
Restless Legs Syndrome	C0035258	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Essential Tremor	C0270736
Restless Legs Syndrome	C0035258	IS_A		CNS disorder	C0007682
Peripheral Neuropathy	C0031117	COEXISTS_WITH	["39198325_fullText_8"]	Polyneuropathy	C0152025
Peripheral Neuropathy	C0031117	COEXISTS_WITH	["33619652_fullText_37"]	Epilepsy	C0014544
Peripheral Neuropathy	C0031117	COEXISTS_WITH	["34627336_fullText_79"]	Mitochondrial Diseases	C0751651
Peripheral Neuropathy	C0031117	COEXISTS_WITH	["27401721_fullText_5"]	Neuropathy	C0442874
Peripheral Neuropathy	C0031117	COEXISTS_WITH	["10225355_fullText_6"]	Machado-Joseph Disease	C0024408
Peripheral Neuropathy	C0031117	COEXISTS_WITH	["3951490_fullText_3"]	Leigh Disease	C0023264
Peripheral Neuropathy	C0031117	CAUSES	["26287655_fullText_29"]	Progressive cerebellar ataxia	C0393525
Peripheral Neuropathy	C0031117	CAUSES	["9811139_fullText_1"]	Secondary myopathy	C0270992
Peripheral Neuropathy	C0031117	AFFECTS	["36002781_fullText_1"]	Diabetes	C0011847
Peripheral Neuropathy	C0031117	PREDISPOSES	["21225141_fullText_1"]	Oropharyngeal Dysphagia	C0267071
Peripheral Neuropathy	C0031117	CAUSES__SPEC__	["29533949_fullText_4"]	Dysautonomia	C0013363
Iron deficiency	C0240066	CAUSES	["11293470_fullText_3"]	Anemia	C0002871
Iron deficiency	C0240066	PREDISPOSES	["37879259_fullText_2"]	Restless Legs Syndrome	C0035258
ADRENAL CORTEX DYSFUNCTION	C0235454	COEXISTS_WITH	["35649648_fullText_15"]	Lafora Disease	C0751783
Asthma	C0004096	CAUSES	["33998673_fullText_4"]	Gastroesophageal reflux disease	C0017168
Asthma	C0004096	ISA	["36235240_fullText_1"]	atopic condition	C0947961
Asthma	C0004096	ISA	["34256518_fullText_1"]	Lung diseases	C0024115
Asthma	C0004096	ISA	["34684676_fullText_3"]	airway disease	C0699949
Asthma	C0004096	ISA	["36539784_fullText_3","36441791_fullText_3","34180244_fullText_5","35072305_fullText_6"]	Chronic Obstructive Airway Disease	C0024117
Asthma	C0004096	ISA	["36503444_fullText_4"]	Cardiovascular Diseases	C0007222
Asthma	C0004096	ISA	["34353777_fullText_1"]	Chronic disease	C0008679
Asthma	C0004096	ISA	["34334369_fullText_1"]	Chronic lung disease	C0746102
Asthma	C0004096	PREDISPOSES	["36539784_fullText_3"]	Pneumonia	C0032285
Asthma	C0004096	IS_A		Bronchial Diseases	C0006261
Spinocerebellar Ataxia 10	C1963674	ISA	["25303993_fullText_128"]	Neurodegenerative Disorders	C0524851
Spinocerebellar Ataxia 10	C1963674	COEXISTS_WITH	["32745980_fullText_5","32367276_fullText_11"]	Machado-Joseph Disease	C0024408
Androgenetic Alopecia	C0162311	OCCURS_IN	["25813338_fullText_7"]	Dystrophia myotonica 1	C2931688
Inclusion Body Myositis (disorder)	C0238190	ISA	["31656281_fullText_2"]	Myositis	C0027121
Inclusion Body Myositis (disorder)	C0238190	IS_A		Myositis	C0027121
Spastic syndrome	C0270814	CAUSES	["29955039_fullText_1"]	Systemic disease	C0442893
Spastic syndrome	C0270814	CAUSES	["29427106_fullText_12"]	Machado-Joseph Disease	C0024408
Cerebellar degeneration	C0262404	CAUSES	["23567815_fullText_9"]	Muscular Atrophy	C0026846
Cerebellar degeneration	C0262404	COEXISTS_WITH	["31912433_fullText_6"]	Machado-Joseph Disease	C0024408
Spinal Muscular Atrophy	C0026847	ISA	["15792867_fullText_1"]	Myopathy	C0026848
Spinal Muscular Atrophy	C0026847	ISA	["19809477_fullText_5"]	Neuromuscular Diseases	C0027868
Spinal Muscular Atrophy	C0026847	ISA	["9894134_fullText_4"]	Neuropathy	C0442874
Spinal Muscular Atrophy	C0026847	IS_A		Motor Neuron Disease	C0085084
Muscular Dystrophy, Duchenne	C0013264	ISA	["26873230_fullText_1","36352383_fullText_9","27668807_fullText_3"]	Neuromuscular Diseases	C0027868
Muscular Dystrophy, Duchenne	C0013264	OCCURS_IN	["15131736_fullText_4"]	Miyoshi myopathy	C1850808
Muscular Dystrophy, Duchenne	C0013264	AUGMENTS	["28344438_fullText_2"]	Juvenile-Onset Vitelliform Macular Dystrophy	C2745945
Muscular Dystrophy, Duchenne	C0013264	IS_A		Muscular Dystrophy	C0026850
Essential Tremor	C0270736	IS_A		Movement Disorders	C0026650
Essential Tremor	C0270736	COEXISTS_WITH	["35457036_fullText_8"]	Respiratory Distress Syndrome, Adult	C0035222
Essential Tremor	C0270736	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Friedreich Ataxia	C0016719
Essential Tremor	C0270736	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Syndrome	C0039082
Essential Tremor	C0270736	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Shy-Drager Syndrome	C0037019
Essential Tremor	C0270736	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Machado-Joseph Disease	C0024408
Friedreich Ataxia	C0016719	COEXISTS_WITH	["25818870_fullText_7","25818870_fullText_10"]	Machado-Joseph Disease	C0024408
Friedreich Ataxia	C0016719	ISA	["25818870_fullText_1"]	Ataxias, Hereditary	C0004138
Friedreich Ataxia	C0016719	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Shy-Drager Syndrome	C0037019
Friedreich Ataxia	C0016719	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Machado-Joseph Disease	C0024408
Friedreich Ataxia	C0016719	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Syndrome	C0039082
Friedreich Ataxia	C0016719	ASSOCIATED_WITH__SPEC__	["31004074_fullText_3"]	Essential Tremor	C0270736
Autosomal hereditary disorder	C0265384	ISA	["29869806_fullText_1"]	Congenital Disorders	C0242354
Neuropathy	C0442874	COEXISTS_WITH	["23829769_fullText_108"]	Peripheral Neuropathy	C0031117
Neuropathy	C0442874	COEXISTS_WITH	["28953919_fullText_2"]	Myasthenic Syndromes, Congenital	C0751882
Neuropathy	C0442874	COEXISTS_WITH	["2980738_fullText_6"]	muscle degeneration	C0234958
Neuropathy	C0442874	COEXISTS_WITH	["6644325_fullText_4"]	Thyrotoxic myopathy	C0270986
Neuropathy	C0442874	COEXISTS_WITH	["839235_fullText_6"]	Myotonic Dystrophy	C0027126
Neuropathy	C0442874	COEXISTS_WITH	["23234876_fullText_1"]	Machado-Joseph Disease	C0024408
Neuropathy	C0442874	COEXISTS_WITH	["1646254_fullText_1"]	Leigh Disease	C0023264
Neuropathy	C0442874	IS_A		Non-Neoplastic Peripheral Nervous System Disorder	C1335029
Sleep Apnea Syndromes	C0037315	COEXISTS_WITH	["1670061_fullText_1"]	Myotonic Dystrophy	C0027126
Sleep Apnea Syndromes	C0037315	COEXISTS_WITH	["17260325_fullText_10"]	Myotonic Disorders	C0553604
Sleep Apnea Syndromes	C0037315	CAUSES	["19484280_fullText_1"]	Respiratory Failure	C1145670
Sleep Apnea Syndromes	C0037315	ISA	["1297547_fullText_2"]	Respiration Disorders	C0035204
Sleep Apnea Syndromes	C0037315	AFFECTS	["34651295_fullText_5"]	Migraine Disorders	C0149931
Sleep Apnea Syndromes	C0037315	AFFECTS	["36716191_fullText_5"]	Parkinson Disease	C0030567
Sleep Apnea, Obstructive	C0520679	CAUSES	["1670061_fullText_8"]	Myotonic Dystrophy	C0027126
Sleep Apnea, Obstructive	C0520679	ISA	["35313858_fullText_1"]	Cardiovascular Diseases	C0007222
Sleep Apnea, Obstructive	C0520679	ISA	["35313858_fullText_1"]	Sleep Apnea Syndromes	C0037315
Sleep Apnea, Obstructive	C0520679	IS_A		Sleep Apnea Syndromes	C0037315
Virus Diseases	C0042769	CAUSES	["31099193_fullText_23"]	Upper Respiratory Infections	C0041912
Virus Diseases	C0042769	CAUSES	["31099193_fullText_23"]	Gastroenteritis	C0017160
Virus Diseases	C0042769	CAUSES	["31099193_fullText_23"]	Skin lesion	C0037284
Virus Diseases	C0042769	AFFECTS	["32130224_fullText_4"]	Cytochrome-c Oxidase Deficiency	C0268237
Virus Diseases	C0042769	PREDISPOSES	["32130224_fullText_40"]	Cytochrome-c Oxidase Deficiency	C0268237
Virus Diseases	C0042769	IS_A		Adenovirus infection in conditions classified elsewhere and of unspecified site	C0001485
Degenerative disorder	C1285162	IS_A		CNS disorder	C0007682
Amyloidosis	C0002726	CAUSES	["22706200_fullText_4"]	Phenylketonurias	C0031485
Amyloidosis	C0002726	IS_A		Metabolic Diseases	C0025517
REM Sleep Behavior Disorder	C0751772	AFFECTS	["36716191_fullText_5"]	Parkinson Disease	C0030567
REM Sleep Behavior Disorder	C0751772	COEXISTS_WITH	["28589261_fullText_5"]	Spinocerebellar Ataxia 10	C1963674
Neuroleptic Malignant Syndrome	C0027849	IS_A		nervous system disorder	C0027765
Neuroleptic Malignant Syndrome	C0027849	COEXISTS_WITH	["36701529_fullText_4"]	Alzheimer's Disease	C0002395
Dysautonomia	C0013363	COEXISTS_WITH	["36460816_fullText_2"]	Severe Acute Respiratory Syndrome	C1175175
Malnutrition	C0162429	COEXISTS_WITH	["24957181_fullText_22"]	Chronic disease	C0008679
Malnutrition	C0162429	PREDISPOSES	["11587123_fullText_5"]	Phenylketonuria, Maternal	C0085547
Epilepsy	C0014544	COEXISTS_WITH	["22838182_fullText_32"]	Congenital disorder of glycosylation type 1C	C2930997
Epilepsy	C0014544	COEXISTS_WITH	["34627336_fullText_77"]	Mitochondrial Diseases	C0751651
Epilepsy	C0014544	COEXISTS_WITH	["32677908_fullText_125"]	Mitochondrial encephalopathy	C1852373
Epilepsy	C0014544	COEXISTS_WITH	["12151524_fullText_1"]	Stiff-Person Syndrome	C0085292
Epilepsy	C0014544	COEXISTS_WITH	["9048670_fullText_13"]	Peroxisomal Disorders	C0282528
Epilepsy	C0014544	COEXISTS_WITH	["27172925_fullText_1"]	Congenital Disorders	C0242354
Epilepsy	C0014544	COEXISTS_WITH	["36731270_fullText_1"]	Convulsions in the newborn	C0159020
Epilepsy	C0014544	COEXISTS_WITH	["37580162_fullText_1"]	Status Epilepticus	C0038220
Epilepsy	C0014544	ISA	["34721570_fullText_1","34480996_fullText_7","35951651_fullText_1","34599508_fullText_1","37224649_fullText_1","37212716_fullText_1","35561568_fullText_1","36831978_fullText_2","25818041_fullText_1"]	nervous system disorder	C0027765
Epilepsy	C0014544	ISA	["33924731_fullText_1"]	Brain Diseases	C0006111
Epilepsy	C0014544	AFFECTS	["33805696_fullText_1"]	nervous system disorder	C0027765
Epilepsy	C0014544	COEXISTS_WITH__SPEC__	["37224649_fullText_1"]	Recurrent seizures	C0748607
Epilepsy	C0014544	ASSOCIATED_WITH__SPEC__	["21431622_fullText_363"]	Glutaric aciduria, type 1	C0268595
Epilepsy	C0014544	ASSOCIATED_WITH__SPEC__	["12597057_fullText_4"]	succinic semialdehyde dehydrogenase deficiency	C0268631
Epilepsy	C0014544	IS_A		Encephalopathies	C0085584
Strabismus	C0038379	COEXISTS_WITH	["26306823_fullText_11"]	Machado-Joseph Disease	C0024408
Strabismus	C0038379	COEXISTS_WITH	["11020111_fullText_3"]	Glutaric aciduria	C0268594
Hypotropia	C0152208	IS_A		Other specified strabismus	C0029831
Opsoclonus	C0242567	COEXISTS_WITH	["26306823_fullText_11","26306823_fullText_14"]	Machado-Joseph Disease	C0024408
Depletion of mitochondrial DNA	C0342782	ISA	["31479473_fullText_9"]	Hereditary Diseases	C0019247
Depletion of mitochondrial DNA	C0342782	COEXISTS_WITH	["31479473_fullText_9"]	Hereditary Diseases	C0019247
Spastic tetraparesis	C0575059	COEXISTS_WITH__SPEC__	["31952467_abstract_1"]	Alexander Disease	C0270726
Spastic tetraparesis	C0575059	COEXISTS_WITH	["31952467_abstract_1"]	Rare Diseases	C0678236
Diabetes Mellitus, Non-Insulin-Dependent	C0011860	AFFECTS	["12832322_fullText_2"]	Diabetes	C0011847
Diabetes Mellitus, Non-Insulin-Dependent	C0011860	PREDISPOSES	["36073057_fullText_1"]	Cardiovascular Diseases	C0007222
Diabetes Mellitus, Non-Insulin-Dependent	C0011860	IS_A		Diabetes Mellitus	C0011849
Ataxia Telangiectasia	C0004135	LOCATION_OF	["181256_fullText_2"]	nervous system disorder	C0027765
cervical spine atrophy	C0281794	COEXISTS_WITH	["25370748_fullText_7"]	Machado-Joseph Disease	C0024408
Neuritis	C0027813	IS_A		Neuropathy	C0442874
FRIEDREICH ATAXIA 1	C1856689	ISA	["25267338_fullText_3","15586270_fullText_2","11183775_fullText_1","22723857_fullText_19","21283659_fullText_3"]	Friedreich Ataxia	C0016719
Retinal Degeneration	C0035304	COEXISTS_WITH	["25104854_fullText_7"]	Machado-Joseph Disease	C0024408
Retinal Degeneration	C0035304	COEXISTS_WITH	["19568364_fullText_8"]	Myotonic Dystrophy	C0027126
Retinal Degeneration	C0035304	CAUSES	["35148383_fullText_0"]	Optic Atrophy, Hereditary, Leber	C0917796
Retinal Degeneration	C0035304	CAUSES	["26287655_fullText_23"]	Failure to Thrive	C0015544
Retinal Degeneration	C0035304	IS_A		Degenerative disorder of eye	C0154777
Tauopathies	C0949664	IS_A		Degenerative disorder	C1285162
Tauopathies	C0949664	ISA	["32096040_fullText_8","32096040_fullText_9"]	Neurodegenerative Disorders	C0524851
Dystrophia myotonica 1	C2931688	COEXISTS_WITH	["11073357_fullText_2","22131273_fullText_111","22131273_fullText_134"]	Dystrophia myotonica 2	C2931689
Dystrophia myotonica 1	C2931688	COEXISTS_WITH	["198896_fullText_1"]	Acute respiratory failure	C0264490
Dystrophia myotonica 1	C2931688	CAUSES	["11130169_fullText_9"]	Disorder of macula of retina	C0730362
