Gene1	Gene1_id	RELATION	PROVENANCE	Gene2	Gene2_id
DNA Library	C0872147	COEXISTS_WITH	["27063795_fullText_90"]	CEL gene	C1413336
MSH2 gene	C0879290	COEXISTS_WITH	["16552576_fullText_9"]	MSH6 gene	C0879393
MSH2 gene	C0879290	COEXISTS_WITH	["23468640_fullText_42"]	MRC1 wt Allele	C3538741
MSH2 gene	C0879290	COEXISTS_WITH	["23468640_fullText_42"]	MSH3 gene	C0879392
MSH2 gene	C0879290	STIMULATES	["26047474_fullText_5"]	MSH3 gene	C0879392
MSH2 gene	C0879290	STIMULATES	["23468640_fullText_8"]	NEIL1 gene	C1425521
MSH2 gene	C0879290	STIMULATES	["23468640_fullText_8"]	OGG1 gene	C1335081
MSH6 gene	C0879393	COEXISTS_WITH	["23468640_fullText_42"]	MSH3 gene	C0879392
MSH6 gene	C0879393	COEXISTS_WITH	["23468640_fullText_42"]	MRC1 wt Allele	C3538741
MSH6 gene	C0879393	COEXISTS_WITH	["19436705_fullText_7"]	MSH2 gene	C0879290
MSH6 gene	C0879393	INTERACTS_WITH	["11809728_fullText_11","23468640_fullText_4"]	MSH2 gene	C0879290
RBFOX2 gene	C1419304	INHIBITS	["28512194_fullText_65"]	CELF2 gene	C1413825
RBFOX2 gene	C1419304	INTERACTS_WITH	["28512194_fullText_25","28512194_fullText_65"]	CELF2 gene	C1413825
RBFOX2 gene	C1419304	PRODUCES	["25630614_fullText_200"]	SLC22A3 wt Allele	C3812262
RBFOX2 gene	C1419304	compared_with	["28512194_fullText_24"]	CELF2 gene	C1413825
RBFOX2 gene	C1419304	compared_with	["28512194_fullText_19"]	RENBP gene	C1419339
CELF2 gene	C1413825	INTERACTS_WITH	["28512194_fullText_26","28512194_fullText_65"]	RBFOX2 gene	C1419304
MYH7 gene	C1417542	COEXISTS_WITH	["27063795_fullText_58"]	AAVS1 gene	C1412056
RBFOX1 gene	C1854634	INTERACTS_WITH	["29789616_fullText_99","29789616_fullText_101"]	CLCN1 gene	C1413450
RBFOX1 gene	C1854634	STIMULATES	["24293317_fullText_36"]	MBNL2 gene	C1424516
RBFOX1 gene	C1854634	PRODUCES	["29789616_fullText_5"]	MBNL1 gene	C1417055
RBFOX1 gene	C1854634	compared_with	["29789616_fullText_34"]	BIN1 gene	C1332412
THRB wt Allele	C1710295	ISA	["30672388_fullText_2"]	THRB gene	C0242988
Genetic Materials	C0440471	INHIBITS	["23658800_fullText_5"]	Candidate Disease Gene	C1332838
MYEF2 gene	C1425192	COEXISTS_WITH	["27763639_fullText_99"]	MYF5 gene	C1417532
LGALS4 gene	C1416832	COEXISTS_WITH	["21826223_fullText_76"]	PEX16 gene	C1418476
LGALS4 gene	C1416832	STIMULATES	["21826223_fullText_50"]	PEX16 gene	C1418476
LGALS4 gene	C1416832	PRODUCES	["26940433_fullText_65"]	MMP1 gene	C1417199
LGALS4 gene	C1416832	PRODUCES	["31246996_fullText_88"]	ATXN3 gene	C1538301
LGALS4 gene	C1416832	PRODUCES	["33315951_fullText_123"]	S100A4 gene	C1419786
LGALS4 gene	C1416832	PRODUCES	["33315951_fullText_123","35653343_fullText_82","18270582_fullText_52"]	Transgenes	C0282641
LGALS4 gene	C1416832	compared_with	["26940433_fullText_30","26940433_fullText_48"]	LGALS4 gene	C1416832
PSMD1 gene	C1419027	COEXISTS_WITH	["37848450_fullText_43"]	SCARNA5 gene	C1822629
DDX3X gene	C1413962	compared_with	["27030674_fullText_51"]	DDX3X gene	C1413962
DDX3X gene	C1413962	COEXISTS_WITH	["27030674_fullText_23"]	PABPC1P1 gene	C1418231
MSH3 gene	C0879392	COEXISTS_WITH	["16552576_fullText_9"]	MSH6 gene	C0879393
MSH3 gene	C0879392	COEXISTS_WITH	["23468640_fullText_9"]	Open Reading Frames	C0079941
MSH3 gene	C0879392	COEXISTS_WITH	["23468640_fullText_49","23468640_fullText_57"]	CBY1 gene	C1538626
MSH3 gene	C0879392	INTERACTS_WITH	["11809728_fullText_11","23468640_fullText_4"]	MSH2 gene	C0879290
MSH3 gene	C0879392	INTERACTS_WITH	["23468640_fullText_42","23468640_fullText_65"]	MRC1 wt Allele	C3538741
MSH3 gene	C0879392	STIMULATES	["23468640_fullText_8"]	NEIL1 gene	C1425521
MSH3 gene	C0879392	STIMULATES	["23468640_fullText_8"]	OGG1 gene	C1335081
MSH3 gene	C0879392	STIMULATES	["23468640_fullText_4"]	MSH2 gene	C0879290
MSH3 gene	C0879392	compared_with	["23468640_fullText_44"]	DHFR gene	C1333216
MSH3 gene	C0879392	compared_with	["23468640_fullText_4"]	MSH6 gene	C0879393
MSH3 gene	C0879392	compared_with	["23468640_fullText_40"]	MSH3 gene	C0879392
MSH3 gene	C0879392	higher_than	["23468640_fullText_4"]	MSH6 gene	C0879393
STAU1 gene	C1823131	INHIBITS	["26824521_fullText_101"]	CELF1 gene	C1413824
STAU1 gene	C1823131	compared_with	["26824521_fullText_18","26824521_fullText_43"]	CTRL gene	C1413809
STAU1 gene	C1823131	compared_with	["26824521_fullText_60","26824521_fullText_195"]	MBNL1 gene	C1417055
EMD gene	C1414386	compared_with	["38177503_fullText_74"]	EMD gene	C1414386
EMD gene	C1414386	COEXISTS_WITH	["38177503_fullText_74"]	NDUFS2 gene	C1417645
SYNM gene	C1428377	COEXISTS_WITH	["39014518_fullText_93"]	ATXN3 gene	C1538301
DDX5 gene	C1413963	lower_than	["22156369_fullText_79"]	DDX5 gene	C1413963
DDX5 gene	C1413963	compared_with	["22156369_fullText_79"]	DDX5 gene	C1413963
DDX5 gene	C1413963	INTERACTS_WITH	["22156369_fullText_6","24792155_fullText_123","22156369_fullText_77","22156369_fullText_78","22156369_fullText_103","22156369_fullText_116"]	MBNL1 gene	C1417055
CBY1 gene	C1538626	COEXISTS_WITH	["23468640_fullText_12"]	Transgenes	C0282641
CBY1 gene	C1538626	COEXISTS_WITH	["23468640_fullText_9"]	MSH3 gene	C0879392
MAP1A gene	C1417003	INHIBITS	["21567201_fullText_2"]	MAP2 gene	C1417006
MSR1 gene	C1417374	COEXISTS_WITH	["20855289_fullText_89"]	MMP3 gene	C1366358
MSR1 gene	C1417374	STIMULATES	["20855289_fullText_64","20855289_fullText_76"]	MYOD1 gene	C1417574
MSR1 gene	C1417374	INTERACTS_WITH	["20855289_fullText_106","20855289_fullText_119"]	MYOD1 gene	C1417574
DDX17 gene	C1413957	PRODUCES	["22156369_fullText_128"]	MBNL1 gene	C1417055
SYNC gene	C1539905	STIMULATES	["20199207_fullText_5"]	DTNBP1 gene	C1424906
MTM1 gene	C1417434	COEXISTS_WITH	["31449669_fullText_3"]	COL13A1 gene	C1413573
MTM1 gene	C1417434	COEXISTS_WITH	["31449669_fullText_3"]	PDCD6 gene	C1418406
MTM1 gene	C1417434	COEXISTS_WITH	["31449669_fullText_3"]	ALG14 gene	C1823173
MTM1 gene	C1417434	COEXISTS_WITH	["31449669_fullText_3"]	DPAGT1 gene	C1414133
MTM1 gene	C1417434	COEXISTS_WITH	["31449669_fullText_3"]	GFPT1 gene	C1415046
MTM1 gene	C1417434	COEXISTS_WITH	["31449669_fullText_3"]	DOK7 gene	C1824957
EIF2S1 wt Allele	C3539639	ISA	["28623239_fullText_51"]	EIF2S1 gene	C1414334
EIF2S1 wt Allele	C3539639	INHIBITS	["34354042_fullText_103"]	NGLY1 gene	C1425023
FEN1 gene	C1414583	COEXISTS_WITH	["23468640_fullText_83"]	OGG1 gene	C1335081
TPR gene	C1420877	COEXISTS_WITH	["32080367_fullText_67"]	OGT gene	C1417945
LAMB1 gene	C1416780	STIMULATES	["21876163_fullText_5"]	LAMA5 gene	C1416779
LAMB1 gene	C1416780	PRODUCES	["21876163_fullText_3"]	LAMB2 gene	C1416781
DNM2 gene	C1414120	COEXISTS_WITH	["31449669_fullText_3"]	COL13A1 gene	C1413573
DNM2 gene	C1414120	COEXISTS_WITH	["31449669_fullText_3"]	PDCD6 gene	C1418406
DNM2 gene	C1414120	COEXISTS_WITH	["31449669_fullText_3"]	DPAGT1 gene	C1414133
DNM2 gene	C1414120	COEXISTS_WITH	["31449669_fullText_3"]	GFPT1 gene	C1415046
DNM2 gene	C1414120	COEXISTS_WITH	["31449669_fullText_3"]	DOK7 gene	C1824957
DNM2 gene	C1414120	COEXISTS_WITH	["31449669_fullText_3"]	ALG14 gene	C1823173
COL4A4 gene	C1413585	COEXISTS_WITH	["32839582_fullText_6"]	LAMB2 gene	C1416781
COL4A5 gene	C1413586	COEXISTS_WITH	["32839582_fullText_6"]	LAMB2 gene	C1416781
TEK gene	C1336602	COEXISTS_WITH	["27827795_fullText_72"]	DSG1 gene	C1414168
USP14 gene	C1421391	INHIBITS	["32357546_fullText_135"]	ATXN3 gene	C1538301
WIPI2 gene	C1823860	COEXISTS_WITH	["27827795_fullText_23"]	PEX13 gene	C1418474
TUBB3 gene	C1540126	STIMULATES	["35792828_fullText_53"]	EOMES gene	C1414420
COX18 gene	C1824782	COEXISTS_WITH	["26804654_fullText_8"]	SURF1 gene	C1420527
COX18 gene	C1824782	COEXISTS_WITH	["26804654_fullText_8"]	PET100 gene	C3541664
COX18 gene	C1824782	COEXISTS_WITH	["26804654_fullText_8"]	COA5 gene	C2240258
GBX2 gene	C1415007	CONVERTS_TO	["38332227_fullText_129"]	CEL gene	C1413336
BCL11B gene	C1421887	STIMULATES	["35792828_fullText_53"]	EOMES gene	C1414420
HOPX gene	C1846535	INHIBITS	["35792828_fullText_62"]	PDP1 gene	C1418818
DSG1 gene	C1414168	COEXISTS_WITH	["27827795_fullText_72","24092878_fullText_128","24092878_fullText_129","26092529_fullText_130"]	TSPO gene	C1823521
NDUFA5 gene	C1417625	COEXISTS_WITH	["38177503_fullText_74"]	MT-ND6 gene	C1537995
RICTOR gene	C1836945	INHIBITS	["34849584_fullText_259"]	PARP1 gene	C1538577
BMP4 gene	C1412805	COEXISTS_WITH	["35406718_fullText_275","35406718_fullText_288"]	ELF4 gene	C1414377
BMP4 gene	C1412805	COEXISTS_WITH	["35406718_fullText_279","35406718_fullText_287"]	NGLY1 gene	C1425023
BMP4 gene	C1412805	STIMULATES	["35406718_fullText_294"]	NFE2L1 gene	C1417700
BMP4 gene	C1412805	compared_with	["35406718_fullText_292"]	NFE2L1 gene	C1417700
HIST1H3C gene	C1415431	COEXISTS_WITH	["32162843_fullText_73"]	CEL gene	C1413336
PSMD10 wt Allele	C1709437	compared_with	["38087834_fullText_6"]	NPC1 gene	C1417776
S11 gene	C1419791	compared_with	["30059502_fullText_300"]	TFAM gene	C1420696
S12 gene	C1419792	compared_with	["30059502_fullText_302"]	TFAM gene	C1420696
RPS13 gene	C1419702	compared_with	["30059502_fullText_304"]	TFAM gene	C1420696
IARS gene	C1415832	compared_with	["37488580_fullText_5"]	PTPRN2 gene	C1419120
ENAH gene	C1425409	COEXISTS_WITH	["25630614_fullText_199"]	RBFOX2 gene	C1419304
PRS gene	C1418963	compared_with	["23509070_fullText_47"]	NDUFS3 gene	C1417646
ARG1 gene	C1412515	COEXISTS_WITH	["37847851_fullText_38"]	NAGS gene	C1540311
CLYBL gene	C1425467	COEXISTS_WITH	["38332227_fullText_74"]	GFAP gene	C1415042
CLYBL gene	C1425467	COEXISTS_WITH	["38332227_fullText_74"]	MAP2 gene	C1417006
PIGM gene	C1425829	STIMULATES	["22838182_fullText_122"]	GTPBP1 gene	C1415351
MIB1 gene	C1537692	INHIBITS	["21060795_fullText_53"]	ERBB4 gene	C0812267
MIB1 gene	C1537692	INHIBITS	["21060795_fullText_53"]	HEYL gene	C1415526
MIB1 gene	C1537692	INHIBITS	["21060795_fullText_53"]	HES5 gene	C1426393
MIB1 gene	C1537692	compared_with	["21060795_fullText_125"]	Wild Type	C1883559
MIB1 gene	C1537692	INHIBITS	["21060795_fullText_53"]	YY1 wt Allele	C3540585
IFNL1 gene	C1425473	INHIBITS	["35406718_fullText_207"]	NGLY1 gene	C1425023
OS9 gene	C1864769	STIMULATES	["35406718_fullText_281"]	ELF4 gene	C1414377
AQP1 gene	C1412491	COEXISTS_WITH	["32283553_fullText_122"]	NGLY1 gene	C1425023
SREBF1 gene	C1420398	STIMULATES	["38612794_fullText_99"]	ATXN3 gene	C1538301
REV1 gene	C1826797	compared_with	["30530630_fullText_53"]	PMM1 gene	C1418673
TRAJ15 gene	C1420896	COEXISTS_WITH	["29261720_fullText_101"]	TRAJ1 gene	C1420890
OST4 gene	C2829972	COEXISTS_WITH	["37848450_fullText_43"]	SCARNA5 gene	C1822629
GOSR2 gene	C1415180	COEXISTS_WITH	["34943782_fullText_204"]	STX5 gene	C1823143
HMBS gene	C1415597	COEXISTS_WITH	["39320846_fullText_104"]	ATXN3 gene	C1538301
HMBS gene	C1415597	COEXISTS_WITH	["39320846_fullText_26"]	ALYREF gene	C1425988
IGFBP1 gene	C1334092	COEXISTS_WITH	["27053713_fullText_28"]	PMM2 gene	C1418674
TMEM258 gene	C3540116	COEXISTS_WITH	["37848450_fullText_43"]	SCARNA5 gene	C1822629
EHD1 gene	C1414318	compared_with	["32368833_fullText_50"]	EHD3 gene	C1414320
EHD3 gene	C1414320	PRODUCES	["32368833_fullText_50"]	EHD1 gene	C1414318
KIF13B gene	C1422625	STIMULATES	["32368833_fullText_123"]	SHH gene	C1335824
DHRSX gene	C1425497	STIMULATES	["38821050_fullText_5"]	BLVRB gene	C1412802
OPTN gene	C1424774	PRODUCES	["27827795_fullText_3"]	PEX13 gene	C1418474
NOD2 gene	C1826449	COEXISTS_WITH	["17188538_fullText_7"]	Oxidoreductase Gene	C1335186
CNIH4 gene	C1824764	STIMULATES	["25883322_fullText_13"]	CELF1 gene	C1413824
KHDRBS1 gene	C1425322	COEXISTS_WITH	["25630614_fullText_202"]	ALYREF gene	C1425988
HNRNPA2B1 wt Allele	C3273447	COEXISTS_WITH	["25630614_fullText_202"]	ALYREF gene	C1425988
XRN1 gene	C1538124	COEXISTS_WITH	["24792155_fullText_128"]	TSPO gene	C1823521
MYF5 gene	C1417532	INHIBITS	["12427866_fullText_21"]	MYOD1 gene	C1417574
MYRF gene	C1412879	PRODUCES	["12427866_fullText_26"]	MYOG gene	C1417575
SRSF9 gene	C1420000	INHIBITS	["31721251_fullText_50"]	TARDBP gene	C1420588
STAT5A gene	C1335875	COEXISTS_WITH	["26756355_fullText_70"]	WDR20 gene	C1426317
TFAP4 gene	C1420697	COEXISTS_WITH	["26756355_fullText_70"]	WDR20 gene	C1426317
IREB2 gene	C1442498	PRODUCES	["38256016_fullText_8","38256016_abstract_8"]	NLRP1 wt Allele	C3538756
SLC25A13 gene	C1420154	COEXISTS_WITH	["37890575_fullText_6"]	PTS gene	C1419129
PCBD1 gene	C1418296	COEXISTS_WITH	["37818795_fullText_5"]	TNFSF14 wt Allele	C4521367
PCBD1 gene	C1418296	INTERACTS_WITH	["24204001_fullText_3","24204001_fullText_6"]	HNF1B gene	C1420636
NAGS gene	C1540311	PRODUCES	["37847851_fullText_5"]	NBAS wt Allele	C1709111
HEPACAM gene	C1968841	COEXISTS_WITH	["31960914_abstract_9"]	CEL gene	C1413336
POLR3A gene	C1538695	compared_with	["31933160_abstract_8"]	PDGFB wt Allele	C1705597
SMARCB1 gene	C0812273	COEXISTS_WITH	["29628378_fullText_4"]	AES gene	C1412268
NNAT gene	C1417747	compared_with	["15863237_fullText_7"]	Wild Type	C1883559
MLYCD gene	C1417196	COEXISTS_WITH	["12733906_fullText_4"]	Wild Type	C1883559
ROS1 wt Allele	C1709820	COEXISTS_WITH	["38177503_fullText_115"]	NDUFS4 gene	C1417647
ROS1 wt Allele	C1709820	COEXISTS_WITH	["39472629_fullText_11"]	GOT1 gene	C1415181
CYCS wt Allele	C4321251	compared_with	["39014518_fullText_69"]	ATXN3 gene	C1538301
NBN gene	C1334862	COEXISTS_WITH	["38731816_fullText_1"]	PAH gene	C1418251
VCP wt Allele	C4085181	STIMULATES	["39320846_fullText_35"]	ALYREF gene	C1425988
VCP wt Allele	C4085181	STIMULATES	["39320846_fullText_35"]	ATXN3 gene	C1538301
VCP wt Allele	C4085181	STIMULATES	["38497605_fullText_74"]	Wild Type	C1883559
VCP wt Allele	C4085181	COEXISTS_WITH	["38612794_fullText_116"]	HMGCR gene	C1415615
RNF4 gene	C1419425	STIMULATES	["39320846_fullText_59"]	MDC1 gene	C1427378
RNF4 gene	C1419425	STIMULATES	["39320846_fullText_59"]	RAD51 gene	C1419240
MDC1 gene	C1427378	STIMULATES	["39320846_fullText_59"]	ALYREF gene	C1425988
SCAP gene	C1822619	COEXISTS_WITH	["38612794_fullText_104"]	CEL gene	C1413336
UBE2G1 gene	C1421280	COEXISTS_WITH	["38612794_fullText_116"]	HMGCR gene	C1415615
NPHP1 gene	C1417782	STIMULATES	["38949024_fullText_15"]	NDUFAF2 gene	C1826392
