Gene	Gene_id	RELATION	PROVENANCE	Disease	Disease_id
DMD gene	C1414083	ASSOCIATED_WITH		Dmd-Associated Dilated Cardiomyopathy	C3668940
DMD gene	C1414083	ASSOCIATED_WITH		Muscular Dystrophy	C0026850
DMD gene	C1414083	ASSOCIATED_WITH		Cardiomyopathies	C0878544
DMD gene	C1414083	ASSOCIATED_WITH		Cardiomyopathy, Dilated	C0007193
DMD gene	C1414083	ASSOCIATED_WITH		Myopathy	C0026848
DMD gene	C1414083	ASSOCIATED_WITH		Duchenne and Becker Muscular Dystrophy	C3542021
DMD gene	C1414083	ASSOCIATED_WITH		Status Epilepticus	C0038220
DMD gene	C1414083	ASSOCIATED_WITH		Familial dilated cardiomyopathy	C0340427
DMD gene	C1414083	ASSOCIATED_WITH		Cardiomyopathy, Familial Idiopathic	C1449563
DMD gene	C1414083	ASSOCIATED_WITH		Hypertrophic Cardiomyopathy	C0007194
DMD gene	C1414083	ASSOCIATED_WITH		Cardiomyopathy, Hypertrophic, Familial	C0949658
VIL1 gene	C1421449	AFFECTS	["1593977_fullText_2"]	Hyperphenylalaninaemia	C0751435
CTSK gene	C1413815	ASSOCIATED_WITH		Periodontitis	C0031099
CTSK gene	C1413815	ASSOCIATED_WITH		Skeletal dysplasia	C0410528
TSC22D3 wt Allele	C3539618	ASSOCIATED_WITH	["36584558_fullText_5"]	Parkinsonian Disorders	C0242422
MEF2C gene	C1417102	ASSOCIATED_WITH		Epileptic encephalopathy	C0543888
MEF2C gene	C1417102	ASSOCIATED_WITH		Epilepsy	C0014544
IL22 gene	C1423038	ASSOCIATED_WITH		Hepatitis, Autoimmune	C0241910
IL23R gene	C1537403	ASSOCIATED_WITH		Crohn's disease of large bowel	C0156147
IL23R gene	C1537403	ASSOCIATED_WITH		Chronic left-sided ulcerative colitis	C0375359
IL23R gene	C1537403	ASSOCIATED_WITH		Pulmonary Hypertension	C0020542
IL23R gene	C1537403	ASSOCIATED_WITH		Celiac Disease	C0007570
IL23R gene	C1537403	ASSOCIATED_WITH		Leprosy	C0023343
IL23R gene	C1537403	ASSOCIATED_WITH		Graves Disease	C0018213
IL23R gene	C1537403	ASSOCIATED_WITH		Systemic Scleroderma	C0036421
IL23R gene	C1537403	ASSOCIATED_WITH		Thyroid associated opthalmopathies	C0339143
IL23R gene	C1537403	ASSOCIATED_WITH		Uveitis	C0042164
IL23R gene	C1537403	ASSOCIATED_WITH		Sarcoidosis	C0036202
IL23R gene	C1537403	ASSOCIATED_WITH		Multiple Sclerosis	C0026769
IL23R gene	C1537403	ASSOCIATED_WITH		Arthritis	C0003864
IL23R gene	C1537403	ASSOCIATED_WITH		Behcet Syndrome	C0004943
IL23R gene	C1537403	ASSOCIATED_WITH		Inflammatory Bowel Diseases	C0021390
IL23R gene	C1537403	ASSOCIATED_WITH		Ankylosing spondylitis	C0038013
IL23R gene	C1537403	ASSOCIATED_WITH		Ulcerative Colitis	C0009324
IL23R gene	C1537403	ASSOCIATED_WITH		Psoriasis	C0033860
IL23R gene	C1537403	ASSOCIATED_WITH		Rheumatoid Arthritis	C0003873
GNE gene	C1428183	ASSOCIATED_WITH		Vacuolar myopathy	C2931230
GNE gene	C1428183	ASSOCIATED_WITH		Inclusion Body Myositis (disorder)	C0238190
GNE gene	C1428183	ASSOCIATED_WITH		Inclusion Body Myopathy, Autosomal Recessive	C1833373
GNE gene	C1428183	ASSOCIATED_WITH		Sialuria	C0342853
GNE gene	C1428183	ASSOCIATED_WITH		NONAKA MYOPATHY	C1853926
FCGRT gene	C1414557	CAUSES	["17046328_fullText_5"]	Hypoproteinemia, Hypercatabolic	C1855796
TRPC6 gene	C1421173	ASSOCIATED_WITH		Nephrotic Syndrome	C0027726
TRPC6 gene	C1421173	ASSOCIATED_WITH		Kidney Diseases	C0022658
TRPC6 gene	C1421173	ASSOCIATED_WITH		Focal glomerulosclerosis	C0017668
THM gene	C1420725	ASSOCIATED_WITH	["24291332_fullText_6","11517583_fullText_1"]	Myotonic Dystrophy	C0027126
KCNA1 gene	C1416543	ASSOCIATED_WITH		Epileptic encephalopathy	C0543888
KCNA1 gene	C1416543	ASSOCIATED_WITH		Episodic Ataxia	C1720189
KCNA1 gene	C1416543	ASSOCIATED_WITH		Episodic ataxia type 1	C1719788
KCNA1 gene	C1416543	ASSOCIATED_WITH		Isaacs syndrome	C0242287
EDN3 gene	C1414261	ASSOCIATED_WITH		Klein's Syndrome	C0079661
EDN3 gene	C1414261	ASSOCIATED_WITH		Waardenburg Syndrome	C3266898
EDN3 gene	C1414261	ASSOCIATED_WITH		Hirschsprung Disease	C0019569
GCGR gene	C1415011	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
TH gene	C1420718	ASSOCIATED_WITH		Essential Hypertension	C0085580
TH gene	C1420718	ASSOCIATED_WITH		Lewy Body Disease	C0752347
TH gene	C1420718	ASSOCIATED_WITH		Obesity	C0028754
TH gene	C1420718	ASSOCIATED_WITH		Encephalopathies	C0085584
TH gene	C1420718	ASSOCIATED_WITH		Dystonia Disorders	C0393593
TH gene	C1420718	ASSOCIATED_WITH		Segawa syndrome, autosomal recessive	C5700309
TH gene	C1420718	ASSOCIATED_WITH		Hypertensive disease	C0020538
TH gene	C1420718	ASSOCIATED_WITH		Parkinsonian Disorders	C0242422
TH gene	C1420718	ASSOCIATED_WITH		Parkinson Disease	C0030567
TH gene	C1420718	ASSOCIATED_WITH	["38196161_fullText_2"]	Generalized Myotonia of Thomsen	C2936781
FOXM1 gene	C1414685	ASSOCIATED_WITH		IGA Glomerulonephritis	C0017661
TWIST1 gene	C1421244	ASSOCIATED_WITH		Coronary heart disease	C0010068
TWIST1 gene	C1421244	ASSOCIATED_WITH		Craniosynostosis, Type 1	C4551902
TWIST1 gene	C1421244	ASSOCIATED_WITH		Brachycephaly	C0221356
TWIST1 gene	C1421244	ASSOCIATED_WITH		Coronary Arteriosclerosis	C0010054
TWIST1 gene	C1421244	ASSOCIATED_WITH		Craniosynostosis	C0010278
TWIST1 gene	C1421244	ASSOCIATED_WITH		Saethre-Chotzen Syndrome	C0175699
OXR1 gene	C1423755	ASSOCIATED_WITH		Atrophy of cerebellum	C0740279
FASN gene	C1367441	ASSOCIATED_WITH		Acute Coronary Syndrome	C0948089
FASN gene	C1367441	ASSOCIATED_WITH		Kidney Failure, Chronic	C0022661
FASN gene	C1367441	ASSOCIATED_WITH		Congestive heart failure	C0018802
FASN gene	C1367441	ASSOCIATED_WITH		Heart failure	C0018801
FASN gene	C1367441	ASSOCIATED_WITH		Obesity	C0028754
GJC1 gene	C1415074	ASSOCIATED_WITH		Hypertensive disease	C0020538
CFD gene	C1824729	ASSOCIATED_WITH		Pulmonary Fibrosis	C0034069
CFD gene	C1824729	ASSOCIATED_WITH		Glomerulonephritis	C0017658
GCLM gene	C1415098	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
GCLM gene	C1415098	ASSOCIATED_WITH		Myocardial Infarction	C0027051
AOC1 gene	C1412100	ASSOCIATED_WITH		Hypertensive disease	C0020538
AOC1 gene	C1412100	DISRUPTS	["21730182_fullText_4"]	muscle degeneration	C0234958
GAPDH gene	C1414968	ASSOCIATED_WITH		Parkinsonian Disorders	C0242422
GAPDH gene	C1414968	ASSOCIATED_WITH		Acute Coronary Syndrome	C0948089
GAPDH gene	C1414968	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
ADCY5 gene	C1412224	ASSOCIATED_WITH		Benign Hereditary Chorea	C0393584
ADCY5 gene	C1412224	ASSOCIATED_WITH		Cardiomyopathies	C0878544
ADCY5 gene	C1412224	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
SCARB1 gene	C1413218	ASSOCIATED_WITH		Non-alcoholic Fatty Liver Disease	C0400966
SCARB1 gene	C1413218	ASSOCIATED_WITH		Kidney Failure, Chronic	C0022661
SCARB1 gene	C1413218	ASSOCIATED_WITH		Hepatitis C	C0019196
RIMS1 gene	C1424873	ASSOCIATED_WITH		Retinitis Pigmentosa	C0035334
RIMS1 gene	C1424873	ASSOCIATED_WITH		Retinal Dystrophies	C0854723
RIMS1 gene	C1424873	ASSOCIATED_WITH		Cone-Rod Dystrophies	C4085590
ANK2 gene	C1412403	ASSOCIATED_WITH		Hypertrophic Cardiomyopathy	C0007194
ANK2 gene	C1412403	ASSOCIATED_WITH		Arrhythmogenic Right Ventricular Dysplasia	C0349788
ANK2 gene	C1412403	ASSOCIATED_WITH		Sick Sinus Syndrome	C0037052
ANK2 gene	C1412403	ASSOCIATED_WITH		Cardiomyopathy, Dilated	C0007193
ANK2 gene	C1412403	ASSOCIATED_WITH		VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1 (disorder)	C1631597
ANK2 gene	C1412403	ASSOCIATED_WITH		Congenital long QT syndrome	C1141890
ANK2 gene	C1412403	ASSOCIATED_WITH		Channelopathies	C1720983
ANK2 gene	C1412403	ASSOCIATED_WITH		Long Qt Syndrome 2	C3150943
ANK2 gene	C1412403	ASSOCIATED_WITH		Tachycardia, Ventricular	C0042514
ANK2 gene	C1412403	ASSOCIATED_WITH		Cardiomyopathies	C0878544
ANK2 gene	C1412403	ASSOCIATED_WITH		Brugada Syndrome (disorder)	C1142166
ANK2 gene	C1412403	ASSOCIATED_WITH		Atrial Fibrillation	C0004238
ANK2 gene	C1412403	ASSOCIATED_WITH		Long QT Syndrome	C0023976
QDPR gene	C1419182	CAUSES	["11153907_fullText_2"]	Hyperphenylalaninaemia	C0751435
QDPR gene	C1419182	CAUSES	["7760062_fullText_1"]	Phenylketonuria II	C0268465
QDPR gene	C1419182	ASSOCIATED_WITH		Phenylketonuria, Maternal	C0085547
QDPR gene	C1419182	ASSOCIATED_WITH		Hyperphenylalaninemia, Non-Phenylketonuric	C0751436
QDPR gene	C1419182	ASSOCIATED_WITH		Phenylketonurias	C0031485
QDPR gene	C1419182	ASSOCIATED_WITH		Phenylketonuria II	C0268465
QDPR gene	C1419182	ASSOCIATED_WITH	["9341885_fullText_1"]	Hyperphenylalaninaemia	C0751435
PKD1 gene	C1418599	ASSOCIATED_WITH		Renal Insufficiency	C1565489
PKD1 gene	C1418599	ASSOCIATED_WITH		Polycystic Kidney, Type 1 Autosomal Dominant Disease	C0887850
PKD1 gene	C1418599	ASSOCIATED_WITH		Multiple renal cysts	C0431718
PKD1 gene	C1418599	ASSOCIATED_WITH		Liver cyst	C0267834
PKD1 gene	C1418599	ASSOCIATED_WITH		Intracranial Aneurysm	C0007766
PKD1 gene	C1418599	ASSOCIATED_WITH		Chronic Kidney Diseases	C1561643
PKD1 gene	C1418599	ASSOCIATED_WITH		Polycystic kidney disease, type 2	C2751306
PKD1 gene	C1418599	ASSOCIATED_WITH		Cyst	C0010709
PKD1 gene	C1418599	ASSOCIATED_WITH		Hypertensive disease	C0020538
PKD1 gene	C1418599	ASSOCIATED_WITH		Chronic kidney disease stage 5	C2316810
PKD1 gene	C1418599	ASSOCIATED_WITH		Renal cyst	C3887499
PKD1 gene	C1418599	ASSOCIATED_WITH		Autosomal Recessive Polycystic Kidney Disease	C0085548
PKD1 gene	C1418599	ASSOCIATED_WITH		Polycystic Kidney Diseases	C0022680
PKD1 gene	C1418599	ASSOCIATED_WITH		POLYCYSTIC KIDNEY DISEASE 1	C3149841
PKD1 gene	C1418599	ASSOCIATED_WITH		Polycystic Kidney, Autosomal Dominant	C0085413
SAMD4A gene	C1826968	AFFECTS	["23637619_fullText_18"]	Muscular Atrophy	C0026846
SAMD4A gene	C1826968	DISRUPTS	["23637619_fullText_12","23637619_fullText_19"]	Myopathy	C0026848
SAMD4A gene	C1826968	DISRUPTS	["23637619_fullText_7"]	Muscular Atrophy	C0026846
FSHR gene	C1414828	ASSOCIATED_WITH		Amenorrhea	C0002453
FSHR gene	C1414828	ASSOCIATED_WITH		Gonadal Dysgenesis	C0018051
FSHR gene	C1414828	ASSOCIATED_WITH		Polycystic Ovary Syndrome	C0032460
FSHR gene	C1414828	ASSOCIATED_WITH		Ovarian Hyperstimulation Syndrome	C0085083
FSHR gene	C1414828	ASSOCIATED_WITH		Ovarian Hyperstimulation Syndrome, Familial Gestational Spontaneous	C3494162
SNAI2 gene	C1420248	ASSOCIATED_WITH		Waardenburg Syndrome	C3266898
SNAI2 gene	C1420248	ASSOCIATED_WITH		Piebaldism	C0080024
KCNE1 gene	C1416563	ASSOCIATED_WITH		Hypertrophic Cardiomyopathy	C0007194
KCNE1 gene	C1416563	ASSOCIATED_WITH		Sudden infant death syndrome	C0038644
KCNE1 gene	C1416563	ASSOCIATED_WITH		Cardiomyopathies	C0878544
KCNE1 gene	C1416563	ASSOCIATED_WITH		Brugada Syndrome (disorder)	C1142166
KCNE1 gene	C1416563	ASSOCIATED_WITH		Congenital long QT syndrome	C1141890
KCNE1 gene	C1416563	ASSOCIATED_WITH		Atrial Fibrillation	C0004238
KCNE1 gene	C1416563	ASSOCIATED_WITH		Long QT Syndrome	C0023976
KCNE1 gene	C1416563	ASSOCIATED_WITH		Jervell-Lange Nielsen Syndrome	C0022387
GAP43 gene	C1414967	ASSOCIATED_WITH		Status Epilepticus	C0038220
CACNA1G gene	C1413061	ASSOCIATED_WITH		Ataxia, Spinocerebellar	C0087012
HADHA gene	C1415460	ASSOCIATED_WITH		Fatty Liver	C0015695
HADHA gene	C1415460	ASSOCIATED_WITH		Trifunctional Protein Deficiency With Myopathy And Neuropathy	C1969443
SERPINF2 gene	C1418648	ASSOCIATED_WITH		COVID-19 Virus Disease	C5203670
CGA gene	C1413366	ASSOCIATED_WITH		Atrial Fibrillation	C0004238
CGA gene	C1413366	ASSOCIATED_WITH		Ovarian Diseases	C0029928
CGA gene	C1413366	ASSOCIATED_WITH		Oligospermia	C0028960
SLC6A14 gene	C1420211	ASSOCIATED_WITH		Obesity	C0028754
SLC6A14 gene	C1420211	ASSOCIATED_WITH		Cystic Fibrosis	C0010674
Kinase Family Gene	C1334324	CAUSES	["12076668_fullText_2"]	Dystrophia myotonica 1	C2931688
Kinase Family Gene	C1334324	CAUSES	["8582359_fullText_3"]	Myotonic Dystrophy	C0027126
HIST3H3 gene	C1442482	ASSOCIATED_WITH		Pneumoconiosis	C0032273
MCIDAS gene	C3463911	ASSOCIATED_WITH		Primary Ciliary Dyskinesia	C4551720
TRIT1 gene	C1426839	ASSOCIATED_WITH		Mitochondrial Diseases	C0751651
CIDEA gene	C1413421	ASSOCIATED_WITH		Obesity	C0028754
IRAK4 gene	C1334137	ASSOCIATED_WITH		Lupus Erythematosus, Systemic	C0024141
IRAK4 gene	C1334137	ASSOCIATED_WITH		Immunologic Deficiency Syndromes	C0021051
BMP2 gene	C1332424	ASSOCIATED_WITH		Peripheral Arterial Diseases	C1704436
BMP2 gene	C1332424	ASSOCIATED_WITH		Myopia	C0027092
BMP2 gene	C1332424	ASSOCIATED_WITH		Bone Diseases	C0005940
BMP2 gene	C1332424	ASSOCIATED_WITH		Craniosynostosis	C0010278
BMP2 gene	C1332424	ASSOCIATED_WITH		Osteoporosis	C0029456
SLC26A4 gene	C1418445	ASSOCIATED_WITH		Sensorineural hearing loss, bilateral	C0452138
SLC26A4 gene	C1418445	ASSOCIATED_WITH		Sensorineural Hearing Loss (disorder)	C0018784
SLC26A4 gene	C1418445	ASSOCIATED_WITH		Goiter	C0018021
SLC26A4 gene	C1418445	ASSOCIATED_WITH		Pendred's syndrome	C0271829
IL17A gene	C1825592	ASSOCIATED_WITH		CNS disorder	C0007682
IL17A gene	C1825592	ASSOCIATED_WITH		Drug Eruptions	C0011609
IL17A gene	C1825592	ASSOCIATED_WITH		Brain Ischemia	C0007786
IL17A gene	C1825592	ASSOCIATED_WITH		Bronchiolitis	C0006271
IL17A gene	C1825592	ASSOCIATED_WITH		Rhinitis	C0035455
IL17A gene	C1825592	ASSOCIATED_WITH		Giant Cell Arteritis	C0039483
IL17A gene	C1825592	ASSOCIATED_WITH		Cardiovascular Diseases	C0007222
IL17A gene	C1825592	ASSOCIATED_WITH		Graft-vs-Host Disease	C0018133
IL17A gene	C1825592	ASSOCIATED_WITH		Kidney Diseases	C0022658
IL17A gene	C1825592	ASSOCIATED_WITH		Ankylosing spondylitis	C0038013
IL17A gene	C1825592	ASSOCIATED_WITH		Arthritis, Psoriatic	C0003872
IL17A gene	C1825592	ASSOCIATED_WITH		Graves Disease	C0018213
IL17A gene	C1825592	ASSOCIATED_WITH		Pneumonia	C0032285
IL17A gene	C1825592	ASSOCIATED_WITH		Colitis	C0009319
IL17A gene	C1825592	ASSOCIATED_WITH		Multiple Sclerosis	C0026769
IL17A gene	C1825592	ASSOCIATED_WITH		Asthma	C0004096
IL17A gene	C1825592	ASSOCIATED_WITH		Rheumatoid Arthritis	C0003873
IL17A gene	C1825592	ASSOCIATED_WITH		Psoriasis	C0033860
NOS3 gene	C1328053	ASSOCIATED_WITH		Ovarian Failure, Premature	C0085215
NOS3 gene	C1328053	ASSOCIATED_WITH		Oligospermia	C0028960
NOS3 gene	C1328053	ASSOCIATED_WITH		Cleft Palate	C0008925
NOS3 gene	C1328053	ASSOCIATED_WITH		Chronic myocardial ischemia	C0264694
NOS3 gene	C1328053	ASSOCIATED_WITH		Macular retinal edema	C0271051
NOS3 gene	C1328053	ASSOCIATED_WITH		Gastric ulcer	C0038358
NOS3 gene	C1328053	ASSOCIATED_WITH		Exudative age-related macular degeneration	C0271084
NOS3 gene	C1328053	ASSOCIATED_WITH		Pulmonary Edema	C0034063
NOS3 gene	C1328053	ASSOCIATED_WITH		Primary biliary cirrhosis	C0008312
NOS3 gene	C1328053	ASSOCIATED_WITH		Retinopathy of Prematurity	C0035344
NOS3 gene	C1328053	ASSOCIATED_WITH		Avascular necrosis of bone	C0027543
NOS3 gene	C1328053	ASSOCIATED_WITH		Vasculitis	C0042384
NOS3 gene	C1328053	ASSOCIATED_WITH		Cystic Fibrosis	C0010674
NOS3 gene	C1328053	ASSOCIATED_WITH		Nephritis	C0027697
NOS3 gene	C1328053	ASSOCIATED_WITH		Hypertension, Renovascular	C0020545
NOS3 gene	C1328053	ASSOCIATED_WITH		Arteriosclerosis	C0003850
NOS3 gene	C1328053	ASSOCIATED_WITH		Angle Closure Glaucoma	C0017605
NOS3 gene	C1328053	ASSOCIATED_WITH		Acute Chest Syndrome	C0742343
NOS3 gene	C1328053	ASSOCIATED_WITH		Necrotizing Enterocolitis	C0520459
NOS3 gene	C1328053	ASSOCIATED_WITH		Hyperinsulinism	C0020459
NOS3 gene	C1328053	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
NOS3 gene	C1328053	ASSOCIATED_WITH		Cerebrovascular accident	C0038454
NOS3 gene	C1328053	ASSOCIATED_WITH		Hypertensive disease	C0020538
NOS3 gene	C1328053	ASSOCIATED_WITH		Cardiovascular Diseases	C0007222
NOS3 gene	C1328053	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
NOS3 gene	C1328053	ASSOCIATED_WITH		Myocardial Infarction	C0027051
NOS3 gene	C1328053	ASSOCIATED_WITH		Coronary Arteriosclerosis	C0010054
NOS3 gene	C1328053	ASSOCIATED_WITH		Atherosclerosis	C0004153
NOS3 gene	C1328053	ASSOCIATED_WITH		Coronary heart disease	C0010068
NOS3 gene	C1328053	ASSOCIATED_WITH		Myocardial Ischemia	C0151744
NOS3 gene	C1328053	ASSOCIATED_WITH		Erectile dysfunction	C0242350
NOS3 gene	C1328053	ASSOCIATED_WITH		Kidney Failure, Chronic	C0022661
NOS3 gene	C1328053	ASSOCIATED_WITH		Diabetic Retinopathy	C0011884
NOS3 gene	C1328053	ASSOCIATED_WITH		Essential Hypertension	C0085580
NOS3 gene	C1328053	ASSOCIATED_WITH		Pulmonary Hypertension	C0020542
NOS3 gene	C1328053	ASSOCIATED_WITH		Ischemic stroke	C0948008
NOS3 gene	C1328053	ASSOCIATED_WITH		Heart failure	C0018801
NOS3 gene	C1328053	ASSOCIATED_WITH		Diabetes Mellitus, Insulin-Dependent	C0011854
NOS3 gene	C1328053	ASSOCIATED_WITH		Diabetic Nephropathy	C0011881
NOS3 gene	C1328053	ASSOCIATED_WITH		Metabolic Syndrome X	C0524620
NOS3 gene	C1328053	ASSOCIATED_WITH		Asthma	C0004096
NOS3 gene	C1328053	ASSOCIATED_WITH		Sepsis	C0243026
NOS3 gene	C1328053	ASSOCIATED_WITH		Hypertension, Portal	C0020541
NOS3 gene	C1328053	ASSOCIATED_WITH		Sleep Apnea, Obstructive	C0520679
NOS3 gene	C1328053	ASSOCIATED_WITH		Congestive heart failure	C0018802
NOS3 gene	C1328053	ASSOCIATED_WITH		Coronary Artery Vasospasm	C0010073
NOS3 gene	C1328053	ASSOCIATED_WITH		Hyperglycemia	C0020456
NOS3 gene	C1328053	ASSOCIATED_WITH		Anemia, Sickle Cell	C0002895
NOS3 gene	C1328053	ASSOCIATED_WITH		Migraine Disorders	C0149931
NOS3 gene	C1328053	ASSOCIATED_WITH		Glaucoma, Primary Open Angle	C0339573
NOS3 gene	C1328053	ASSOCIATED_WITH		Pregnancy associated hypertension	C0852036
NOS3 gene	C1328053	ASSOCIATED_WITH		Behcet Syndrome	C0004943
NOS3 gene	C1328053	ASSOCIATED_WITH		Atrial Fibrillation	C0004238
NOS3 gene	C1328053	ASSOCIATED_WITH		Chronic Obstructive Airway Disease	C0024117
NOS3 gene	C1328053	ASSOCIATED_WITH		Male infertility	C0021364
NOS3 gene	C1328053	ASSOCIATED_WITH		Kidney Failure, Acute	C0022660
NOS3 gene	C1328053	ASSOCIATED_WITH		Cardiomyopathies	C0878544
NOS3 gene	C1328053	ASSOCIATED_WITH		Diabetic Angiopathies	C0011875
NOS3 gene	C1328053	ASSOCIATED_WITH		Hyperlipidemia	C0020473
DDIT3 gene	C1413947	ASSOCIATED_WITH		Nephrosis	C0027720
DDIT3 gene	C1413947	ASSOCIATED_WITH		Diabetes Mellitus, Insulin-Dependent	C0011854
DDIT3 gene	C1413947	ASSOCIATED_WITH		Ocular Hypertension	C0028840
DDIT3 gene	C1413947	ASSOCIATED_WITH		Fatty Liver	C0015695
DDIT3 gene	C1413947	ASSOCIATED_WITH		Obesity	C0028754
DDIT3 gene	C1413947	PREDISPOSES	["38870029_fullText_27"]	Mitochondrial Diseases	C0751651
HEXA gene	C1415522	ASSOCIATED_WITH		Tay-Sachs Disease, AB Variant	C0268275
HEXA gene	C1415522	ASSOCIATED_WITH		Tay-Sachs Disease	C0039373
TUBA4A gene	C1421226	ASSOCIATED_WITH		Amyotrophic Lateral Sclerosis	C0002736
PDCD1 gene	C1418401	ASSOCIATED_WITH		Graves Disease	C0018213
PDCD1 gene	C1418401	ASSOCIATED_WITH		Lupus Nephritis	C0024143
PDCD1 gene	C1418401	ASSOCIATED_WITH		Hepatitis, Autoimmune	C0241910
PDCD1 gene	C1418401	ASSOCIATED_WITH		Hepatitis C	C0019196
PDCD1 gene	C1418401	ASSOCIATED_WITH		Multiple Sclerosis	C0026769
PDCD1 gene	C1418401	ASSOCIATED_WITH		Hepatitis B	C0019163
PDCD1 gene	C1418401	ASSOCIATED_WITH		Lupus Erythematosus, Systemic	C0024141
CHIA gene	C1824735	ASSOCIATED_WITH		Asthma	C0004096
MYOD1 gene	C1417574	ASSOCIATED_WITH		Pena-Shokeir syndrome type I	C1276035
CRHR1 gene	C1413709	ASSOCIATED_WITH		Chronic Obstructive Airway Disease	C0024117
CRHR1 gene	C1413709	ASSOCIATED_WITH		Obesity	C0028754
CRHR1 gene	C1413709	ASSOCIATED_WITH		Asthma	C0004096
PDE5A wt Allele	C2987167	CAUSES	["35219697_fullText_2"]	Observation of Neuromuscular Block	C0700323
NPPB gene	C1417808	ASSOCIATED_WITH		Coronary Arteriosclerosis	C0010054
NPPB gene	C1417808	ASSOCIATED_WITH		Anemia, Sickle Cell	C0002895
NPPB gene	C1417808	ASSOCIATED_WITH		Aortic Valve Insufficiency	C0003504
NPPB gene	C1417808	ASSOCIATED_WITH		Atherosclerosis	C0004153
NPPB gene	C1417808	ASSOCIATED_WITH		Coronary heart disease	C0010068
NPPB gene	C1417808	ASSOCIATED_WITH		Myocardial Ischemia	C0151744
NPPB gene	C1417808	ASSOCIATED_WITH		Heart Failure, Systolic	C1135191
NPPB gene	C1417808	ASSOCIATED_WITH		Cardiomyopathies	C0878544
NPPB gene	C1417808	ASSOCIATED_WITH		Pulmonary Hypertension	C0020542
NPPB gene	C1417808	ASSOCIATED_WITH		Cardiovascular Diseases	C0007222
NPPB gene	C1417808	ASSOCIATED_WITH		Atrial Fibrillation	C0004238
NPPB gene	C1417808	ASSOCIATED_WITH		Cardiomyopathy, Dilated	C0007193
NPPB gene	C1417808	ASSOCIATED_WITH		Obesity	C0028754
NPPB gene	C1417808	ASSOCIATED_WITH		Heart Diseases	C0018799
NPPB gene	C1417808	ASSOCIATED_WITH		Myocardial Infarction	C0027051
NPPB gene	C1417808	ASSOCIATED_WITH		Congestive heart failure	C0018802
NPPB gene	C1417808	ASSOCIATED_WITH		Hypertensive disease	C0020538
NPPB gene	C1417808	ASSOCIATED_WITH		Heart failure	C0018801
MID1 gene	C1417167	ASSOCIATED_WITH		Opitz GBBB Syndrome, X-Linked	C2936904
PC gene	C1418288	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
PC gene	C1418288	ASSOCIATED_WITH		Pyruvate Carboxylase Deficiency Disease	C0034341
DUSP5 gene	C1414186	ASSOCIATED_WITH		Hypertensive disease	C0020538
NR4A2 gene	C1417836	ASSOCIATED_WITH		Arthritis, Psoriatic	C0003872
NR4A2 gene	C1417836	ASSOCIATED_WITH		Epilepsy	C0014544
NR4A2 gene	C1417836	ASSOCIATED_WITH		Parkinson Disease	C0030567
ATG5 gene	C1825497	ASSOCIATED_WITH		Lymphopenia	C0024312
ATG5 gene	C1825497	ASSOCIATED_WITH		Anemia	C0002871
GRM4 gene	C1415308	ASSOCIATED_WITH		Epilepsy, Temporal Lobe	C0014556
EGR2 gene	C1414315	ASSOCIATED_WITH		Roussy-Levy Syndrome (disorder)	C0205713
EGR2 gene	C1414315	ASSOCIATED_WITH		Hereditary Motor and Sensory Neuropathies	C0027888
EGR2 gene	C1414315	ASSOCIATED_WITH		Hereditary Motor and Sensory Neuropathy Type I	C0751036
EGR2 gene	C1414315	ASSOCIATED_WITH		Charcot-Marie-Tooth Disease	C0007959
EGR2 gene	C1414315	ASSOCIATED_WITH		Dejerine-Sottas Disease (disorder)	C0011195
NGFR gene	C1334879	ASSOCIATED_WITH		Degenerative disorder	C1285162
NGFR gene	C1334879	ASSOCIATED_WITH		Neurodegenerative Disorders	C0524851
NGFR gene	C1334879	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
ENTPD1 gene	C1414412	ASSOCIATED_WITH		Spastic Paraplegia, Hereditary	C0037773
BPI gene	C1443145	ASSOCIATED_WITH		Crohn's disease of large bowel	C0156147
PRRT2 gene	C1826724	ASSOCIATED_WITH		DYSTONIA 18 (disorder)	C1842534
PRRT2 gene	C1826724	ASSOCIATED_WITH		Hemiplegic migraine	C0270862
PRRT2 gene	C1826724	ASSOCIATED_WITH		Familial benign neonatal epilepsy	C0220669
WNT3A gene	C1423884	ASSOCIATED_WITH		Obesity	C0028754
HAVCR2 gene	C1425514	ASSOCIATED_WITH		Lymphohistiocytosis, Hemophagocytic	C0024291
EGFR gene	C1414313	ASSOCIATED_WITH		Cardiomyopathy, Dilated	C0007193
EGFR gene	C1414313	ASSOCIATED_WITH		Tuberculosis, Pulmonary	C0041327
EGFR gene	C1414313	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
